game_id,user_id,gun_id
53161a18-188d-4a93-9660-12b494149143,a4022956-52be-46dc-9f89-229518e7e4be,80d085ed-9f41-4411-9276-1671c2071532
c1d23ae1-aa63-4209-8a5a-786d9147e066,aedce756-a7aa-4d5a-b1bc-c2dce754e805,ece46c49-749d-420b-9cb3-79cd9158aa3e
a1458e4a-5d39-451f-a859-c76186214715,5f31f740-9229-4276-b257-a11ad8ef2019,bdf8498f-7517-4d80-bd51-e3cced739676
a37dc90b-0795-444e-8c7e-e633337bd752,0ce1debc-7d94-4d4a-8241-e3d78954c3ba,2d58b27c-2e27-4eca-84cf-2698f1c5f11e
61b70747-4607-4fba-a6ba-213cc47d5f7d,51a641f9-f1ba-44f7-84e9-6571407b7f24,00f49fb9-ef70-49ea-b857-d7d5cfeeb174
a0ad84de-51c3-400f-95b5-2a3871aa30bd,a908a1ef-5c0b-40b7-a731-e7fe511fe6f5,49bcf375-fc92-4af0-8c6a-7acf0ca1eec1
c65841ef-9c4e-4077-bced-095c4146d807,78209d67-135b-4003-be41-30238f3c62d2,f7b6ddd9-56eb-4228-a0a8-5f41c1c94b37
a2fd9b6c-9e86-4ec6-aa2b-bc61d4ef3f1b,2536b584-84dd-4fb3-8c58-aab99ccc6663,7f000e83-66df-48df-9ad9-b5a00ba5951c
0f73cce3-21c8-470e-919c-c2c3ba8b2acf,4ba3d801-8734-446e-a6ae-f189539b1a9b,bc112ab9-1af1-4a00-b678-b90c25dfe868
1f903b79-8ae1-48da-a400-91055cd863ef,99c6b5e6-51d1-4f65-b293-169b7101212d,4c7fec41-2465-46e5-a410-4738f4a2eac4
8865cce5-62b3-4be9-95c7-5e5d9ebc20e0,b0dd7508-26f8-497d-9fc5-cbeeedaa5a8c,e6800d10-9aed-43e3-a547-7b18e79f5921
282c6a71-aa77-48bb-8562-e1b0d182538e,64eff1fe-a688-466e-b870-5bdc24ab7166,6f75aca8-4b40-4ab7-83f0-791dcad0d549
b73569a7-295f-4d8d-83c2-1a92557438c8,e53002cd-e557-4507-adc2-2b0ff9c59758,a0f2b8f6-c365-458c-bb76-2b15e235b58b
96735cc5-3881-41e0-a07c-c1622e24fff2,141dea3b-e73b-4530-9180-1f9964e6431a,1c6828f6-3721-4ee6-8920-24c3a4416448
c6e33f0c-b30d-44b5-a34c-04c27ffbb148,ce0b9660-0f81-4d72-993c-d4be077f4a2f,a15fe70f-2687-45ce-9a4e-7142211fe7f2
00fb27cf-0168-45a8-af6c-0cea554f5e66,93587211-7ac8-4507-b5dc-9913b0bf2f46,a8fcba2a-001a-4321-bc45-32fce88d2505
a33a939f-e18e-4b5f-ad14-925a4e1796af,56f680f4-6f3b-4b79-85c7-a7b838859698,9a11cb58-e8db-42a2-a40c-79853a68bb68
e4ffb27d-878d-46d7-8ea7-8ead952d65fe,c97bdd89-859e-4315-919c-a78cd81bc3a4,f9a4c5d2-df36-4b0f-9c2f-d08664f3a340
69f8bf73-ed1e-429d-ac1b-99d78503d3d7,2ac85789-4374-4116-ba56-d85801242fa7,2964bb98-f0ce-47b0-8d06-b7e937e80779
5962bc3c-d9ad-4e95-8e5b-3c09ac3f5f28,8a8000f6-83a1-4dc5-a090-1376fa5d63cd,b0d9c83a-5065-428a-ab11-85d5b2446688
56ae735d-1a82-442a-bef1-1b2e3f7495f7,5c2fd34b-55da-4cee-b222-8fdb4010e6d3,56dfc342-80f9-41b3-8646-6ac15dbf62d8
e2236864-bb61-4a51-b2c2-8bf3ef783344,c63a6bce-34ad-4167-9ba2-977eaa049172,633c8d5c-22f9-42ac-9b41-134acc1e1711
af397f0f-a925-4576-b793-2bdcd87454eb,b08bdfea-b82b-467e-b868-cc7db2cf7c21,7be25bb7-004d-4bd9-83af-77d9ac7952f5
b10032ef-da5d-4259-8ace-a25db3a12f49,74ca9046-fced-426f-b8e1-fb95d5c94b8a,3936b9e0-9df8-4a63-affa-db919463524e
cd94c730-b4b5-42c2-afcd-ae2f8027638d,80353218-a16b-41ad-8e45-e3c86bc8a477,41258fc0-c67d-4a0f-a714-037142ca39eb
57bd2cf0-4076-40da-881a-7bf34adbcf44,4a896b4b-80d0-4c42-9a6f-ecf29f22e6da,27fb2c4a-9920-4054-8b04-6727ac29f4d7
8c466f16-3d28-4e66-888a-c1e41a3a5e79,277ee1f3-c5d7-49fe-bea1-9a1247a14257,30516dfe-861c-4e07-a5f7-e5bdb283da74
4827ce97-6298-4542-934f-86372fa7e91c,b29dba93-4fe0-420f-8e1d-3e5e28ae85cd,5293a361-f1ff-492c-b1a0-610907c97d47
a56f96cb-1aed-4a16-a854-a6a48dfbe11c,9f3ab2d4-9553-49d7-85f3-65ad698bc463,11ddc81a-061a-411a-b9c0-a9ad78731bc0
78460044-777b-476c-8ebb-cabf6e2405b0,804d2047-01e2-4921-ad5d-03aa04b2b5b6,9ee9c27c-d2e8-4a88-8008-f684334d9d98
9b398816-201e-4ce3-b43b-41e857e34eaf,0158ec55-f6e2-4670-8efe-d6446041cd0e,412a1b55-eb99-4645-84fb-1139abbd61bc
919a1c45-9b89-415d-8844-ede09f0d6cc9,c7817710-ddcf-4ac8-8c65-6eeb049c7ea3,54d52b5a-2e93-404d-bba1-ba6af72ccab2
d68cee15-87ba-413b-a8b2-782b02367134,141fd325-a376-4abc-80aa-c6c649824d4b,7d0e4db2-5755-4e15-b001-aee5b9e9749f
e2cb1aeb-c367-445a-bd32-9500e85be81d,9d839450-ffdb-4d2d-96df-622d4f88dd30,c53307e3-5574-4afb-b319-09bf255f5571
6e3ca1d6-7570-4a4c-82a2-683212dbcb80,fe5543ea-d6d8-4a1b-9f6a-b3a9a15f0158,a1ea0e5a-c81c-4725-b2e7-4f7de13a7fa8
fc080dfe-4bc2-418e-86d0-631b6a5ebb04,1c3c8126-156c-448b-beb4-eaa67559acc2,cc6e233d-35a8-4046-8c71-d20cc30db4c4
4a79421f-ae2c-481d-a531-6e43c19e7542,1888401a-c441-4148-85ce-03d100ee3d68,b225f5bc-6d2f-4581-848a-fd873f8f8f72
d8973e35-85d4-4a64-b723-1225a507874b,065dfe50-3c2e-45fa-9270-2909dd2f6f51,c32e58b7-3c4a-4a46-8506-f103ded3abae
