transaction_id,user_id,item_id
5035522f-e8f3-459f-872a-4acd992d1606,05b978f5-6e32-4299-be57-8bc64a1011be,bd1f6ee1-be10-459c-be96-2af6e314547a
bdd4eea9-70d8-4fd5-96b1-f99c1f5917d3,3ff89eda-8063-4690-b5bf-6ba78ff3a5ac,6484c9ff-488a-46d9-9a8c-c680b97d9f0c
65b25309-617d-4402-8605-561f76cc0986,772142e3-577c-4a99-8612-769274a76265,93cde586-eb01-4ce0-8f64-7522da38f2af
7b057d67-0564-450c-bdaf-b3ecb100d5d0,6c7e573c-f9c9-4542-850b-73742fb828bc,8b927643-2ca5-46d5-8b35-ccab54d29aad
590c86bc-a5e8-4bdc-90b5-109bc88610d2,0f9dcd10-8d85-4fb8-baf8-f7895962b611,aebd6bea-04b8-427a-b611-dbb140e2259e
491274bc-72fe-4574-a292-1f6608ec8b03,8e6746e9-a23f-4ca4-9a74-ce7dd02db2c4,c0e2e048-f23a-4c4e-af01-90acedb20e28
47b8503f-a92f-43db-9800-786cff982dba,3aee1865-4ce3-4f2f-987b-65868266c26d,d3a043f2-2983-4220-b869-1d137c0afb05
460a60e7-e564-44e8-a119-3c8b235521f7,ef609b08-56a2-4f36-afc8-b85fd32d89ce,6e039a3f-b67f-4dbd-b224-92e21a12aa26
42ec449e-86d9-4800-be2d-8f497d61be47,b2c4741f-46a3-4e85-801f-8665d75f9ae3,58ec66be-5ec5-44d4-a29a-6e120a4f5cf3
a04bd3b0-96c0-464b-8df7-7ee297afc28f,9aecf9b3-d4a0-45e1-ab89-e0fca37afdc5,6519c7bd-bb4d-4e26-a78a-0a6ba1174e6b
9550607f-b528-438f-acb1-1f8582859ef8,a2399499-9254-41f4-bde1-87f2bfa3f891,d707227c-d10b-465b-8cad-08ecd45867e7
b499cef6-7fcf-484b-910e-2a8d45be1360,bb7de6b2-be79-4605-b71b-548ba0e6ff11,72db0c9e-ec64-4b92-8fa0-f090e1389122
b111b4b5-f291-4071-9bb5-4c0c4abda2e8,75883939-23ed-4481-b464-8d3f7ebf2c79,3802b45a-fc90-4fa8-9051-ad1934adf108
b5f3792c-806a-437c-8f81-40b95689cfc3,2f1112c6-9c7c-46fc-8ea4-4178bd423e4d,6281a9f1-3d89-46a3-b80c-18dfeb7cdd8a
8b0052b1-0bd5-4e6d-b0ac-afef2cd0a4c0,7e66a5d9-738f-403d-9f80-e5556c3ce7ea,51c8e12c-035e-415c-ac8c-4945f42787b7
dd34b160-b0a9-41bc-9561-5ba7c14588cf,2cedb213-eecc-4776-a19a-53bc7be470ff,c177d7b2-6ac4-444a-a7b0-5968db4323ad
5dbc6c8c-34b4-44fa-ac44-2cd8e42b69ab,9a0c3dd0-d849-49db-8b84-5bc5ecd7822a,ab14ee70-8f36-455e-b14b-5fb0c386b286
81cbc161-44ab-4726-a9a9-0d858639bf4f,1c7831e9-259b-434f-ac0a-b41d66cba536,b20c0a1b-f33d-48e2-9fe7-c6e583f2f07a
9bab355e-6314-4e8c-9cfd-906e948e5b30,5db0d425-20a7-44fe-9a8b-a487ec50ab0f,b7056620-7158-4b87-889d-e06a64a41883
5592a1f6-e125-4b65-8efc-ee3a1718d645,cc429655-3255-481c-bf95-93748784f950,712d46f6-0e25-4a7b-9489-df8681c8781f
b9e63ce0-e5e4-4a19-b6ca-f46084ba2122,4e161b4e-4791-486b-936d-fd6068667680,25cddf6c-423a-40b6-91c7-1c2b7b719641
af5f674f-9ee9-4559-9dfa-add552b0268d,ea11b2b9-7f3b-4406-b732-4286aa3d9dfa,aaf984fc-84ae-428a-942e-deb11fec5281
a8c13aea-3b2d-42c3-83bb-ec768e14b3e7,c6c72b9a-92c4-4de4-bb76-dd69dc4b1ad1,32230351-5030-4b12-b753-4d4bff341fad
03ddbc31-5f9d-44c6-9483-b5de0d0d042f,3880e512-2185-4519-9df2-39cfa644aa91,8f813aac-6e41-4b15-a773-3d5517cf9796
72eba726-4a94-4f95-95bf-9b6b440f5a27,332bc259-f6d7-40bd-9c95-f009c0898dd9,ff6201b4-f4e5-4053-8787-c057a1f2c5c8
2289a8d1-516a-4f7b-9d26-41c28d5d35ab,f82393d5-ce86-4489-a3c9-d07fa507acf3,f6ba794f-61db-4009-b6c2-63c4ceb3c791
a1656b52-64d4-4ee1-a112-3746ccc1c00b,65d9cbe6-f087-4c6d-9ad4-b8d1462b4a54,136c6cbd-ef4a-4498-aae4-9c8bbe1da74d
8f0055d5-8a32-457f-bbea-6a0c78a28b8f,6b800ce2-3548-434f-bd4a-943cabeb807b,74f04d49-6b4f-4f1b-81f3-7b3f9d5d9a73
fb43b7c8-5ee6-495b-a0cd-2a60bdfc14e6,4253d4e3-b1c8-4ec6-94d9-28b18e4bbf9d,08094ec1-9a72-4364-b8fd-0a86cdae635a
be738671-896a-46fe-a319-71dbc0c978d0,4f05270f-9adc-40c0-b622-ebc87cad249d,ab15b967-3d09-458a-8806-84cb3f4e6a78
4cbe4883-4310-4b79-9736-47c503fd2d0b,83393a14-b2bc-4c28-adc7-35ce301dcce5,d7714b27-903f-4f93-84d2-d1c5adbafaad
e0de9afc-eb84-48e3-97b1-6b990cd69e68,a434fe8e-11bf-421d-b7bc-8b8f2fc1f3da,f1a92a1e-e292-4343-9542-caef83beaac6
6321313c-82b6-4e39-a2ff-7303cf67aa28,72ce6daa-394a-4621-9d3c-6ae1276460c9,d68405c9-313c-42af-9395-7d6a99a32da9
160df010-4b5f-47c7-ad44-9ee7d0791125,4200b7e9-59b4-4403-b388-49b127916a38,25d87363-8d9c-4896-bcec-891eb382b6ef
21768bd8-908e-489a-b351-3e4e16c5a0ab,ae7d634a-1f1a-418f-a37a-5169901d099e,a74ea7df-81e4-4891-a089-151e15697ad8
a1fc8593-01de-47ee-83de-abc308b3b1b9,15237d41-bdfb-48da-8e06-277aa47bbbd9,68cbc1dd-cf9e-4182-af4c-bc45602dd119
393aeb38-a74f-46de-b545-82201086213b,dec843a5-e4ea-4983-9f2a-e50c61956632,c4170955-d473-4064-8869-84bb4576b634
7c5f3050-111a-47e9-baf3-ec4d2f00fc15,77c8f708-664b-4cf2-ba95-88f91fc656e6,6ec0139f-af21-44f4-8240-570ace5f822c
63c7f4c3-8539-4e5c-be0a-6a79fd5d1e7f,6143f071-c603-4cc0-832d-facfbad08f5b,0e4c1da2-964d-42c6-a705-35b9e726a47e
bc87f543-6600-4933-bf25-eff92ec84f01,93f394fb-2ec6-482b-9353-1bb69585bffa,8bc88ab3-091e-4396-9b4d-fbc10a8a35f3
1cb59db4-ddfe-4057-a648-7f0764099f78,6f6b947c-e6b8-498e-9fe8-7df285ccf507,5dd1b39f-166b-419e-8eba-d9094b87b314
0dbb6b22-63ae-4624-9f60-fcb39eae16f3,d99b2a1e-9bfc-4a33-b726-27647a4aa2e5,dc5c22df-fc72-41ce-be55-34011ee0c544
52adcbd8-f0f5-4d1e-b3cb-6a008bf87cee,b69638f7-d188-4b19-a0e0-724ae3f2747b,71e0e0b1-d19c-46c0-a2d8-947b70bc0f14
7efe9b02-2594-42ee-86a1-981b8b03de14,9e821294-a0f7-422c-85be-1251877b607b,d40dafb0-38af-462d-aa6e-c63569aaa3a9
c4850373-7930-4094-85a6-4ab5acb44711,a43494f0-56cc-4352-80ef-2259dc80e782,2400f651-2ead-489c-94f9-20767d2941bc
30d2fae7-4929-4dd2-972f-16f7432694d3,d304b345-e469-425b-b2d8-0943a0922b5e,0cd67617-6635-462a-b19b-ac1150735126
5b5ece01-dd75-4e21-be95-649225466ecd,030740a8-b4ba-4237-8388-ca3f997a7fe0,a88fa5d8-dc10-4d97-ad60-4c88a7c922aa
93642b07-9a16-4a56-b97a-e8bc93dfe2ce,12d9ce5b-127d-4927-a6d0-3569e9482572,cdd32c1f-5eb0-4d91-a172-946493d30083
eee9626b-dc9b-41c5-b57e-53b53eac2e15,734cf14b-52df-4bcc-9747-a675224bfa8c,db943701-7fe2-4b4e-844e-16793f04bed0
0abd776d-8462-40bf-a14f-6576d46af592,2712629b-7b63-47e0-8163-05a5fba93a36,91d84047-cd63-4926-a754-beade58db856
29cde000-9736-4884-a129-cec95d30e71e,db08cd56-600d-4e2c-95f4-1c42de05938d,44a54d06-3729-4229-b024-bc0f67f62b47
2e61014b-52ad-4535-b8fa-d2a0501d8226,227e8bdc-1de5-40a9-a325-71285bdb6590,4e14e0f6-b573-4871-b694-f3765f710412
